Substrates,Kinases
RBL2_655_667,DYRK1B CHK2 NEK2 CDK7 PKD3 ULK2 P38G BUB1 ERK1 PKD1 ERK2 EEF2K SBK NEK7 P38D MELK NEK9 DYRK2 CAMK1D ULK1 DYRK4 CITRON DSTYK JNK3 MAPKAPK3 NEK6 HIPK3 DAPK2 TRPM6 JNK2 GCK CAMK1B WNK1 P38B SNRK CHK1 WNK4 HIPK1 TRPM7 CDK19 PKD2 CDK4 caMLCK JNK1 TTBK1 MOK NIK CDK8 PASK YANK2 ANKRD3 RIPK1 CDK9 MPSK1 TTBK2 P38A
RBL2_687_699,MOS CDC7 CDK12 NDR2 P38G JNK1 CK1D CDK13 CDK1 CK1A CDK5 JNK3 DYRK4 JNK2 CK1G1 CDK6 P38D CDK8 GRK3 CDK19 ALK7 P38A P38B DYRK2 LATS2 KIS CDK3
RBL2_955_967,SRPK3 SRPK1 AURA PKACB NEK8 PRKX DYRK1A AURB AURC CLK1 S6K1 TAO3 KIS HIPK2 CLK2 PAK1 PKACG DYRK4 P38G DYRK1B TSSK1 DYRK3 DYRK2 WNK2 NEK5 CLK4 PAK2 CDK3 MSK1 PKACA CDK15 CDK1 MYLK4 CDK10 DLK CDKL5 MEKK3 CDK12 HIPK1 ALK1 SRPK2 BUB1 CDKL1 HIPK4 HASPIN S6K2 CDK7 JNK3 CK1A2 MST1 skMLCK JNK1 NDR1 MRCKA PIM3 HIPK3 CAMK2G PKCH NUAK2 caMLCK CDK13 CHK1
RBL2_959_971,SRPK3 CDK14 NEK8 TRPM6 S6K2 CDK15 IRAK4 AURA CLK1 DYRK1A SRPK1 DYRK3 CDK17 SRPK2 CK1G3 CDK16 AURB S6K1 CLK4 DYRK1B NEK5 PKG2 P38G PKACB PKACG MSK1 LATS1 DYRK4 CAMK2G DYRK2 EEF2K ERK7 MYLK4 PAK1 CDKL1 CDK18 HIPK3 ANKRD3 JNK3 AURC PAK2 CDKL5 MST1 KIS JNK2 IKKA caMLCK NLK DSTYK IRE1 PKACA AMPKA1 HIPK2 NIK CDK10 ALK1 PRKX AKT1 CDKL2 MLK3 HIPK1 YANK3 skMLCK
RB_242_254,ERK7 CDK14 CDK16 CDK4 CDK18 CDK6 CDK17 P38G CDK10 ERK2 ERK1 CDK5 P38D CDK15 CDK12 KIS P38A MAK CDK9 P38B CDK3 CDK1 CDK19 HIPK2 CDK7 CDK13 HIPK1 JNK2 ICK CDK8 HIPK3 MOK
RB_804_816,PKG2 PKG1 CDK2 CDK3 RIPK1 CDK5 CDK1 CDK6 PDHK4 CDK4 WNK3 ERK2 AURB CDK17 CDK7 NLK PKACG CDK14 NEK2 P38G CDK18 AURC CDK15 BCKDK P38D
REL_260_272,BMPR1A RSK2 ALK7 PKACA BMPR1B PKACB TGFBR1 PRKX ALK1 DAPK1 ACVR2A MSK1 ALK4 SBK ACVR2B TSSK3 GRK7 CAMK1D ALK2 MAPKAPK2 TGFBR2 DAPK3 RSK4 GRK4 PIM3 TLK2 RSK1 MSK2 GCN2 PIM1 PLK1 CAMK1A CK1G2 PIM2 MLK4 SGK1 PERK CAMK1B PLK2 DAPK2 TLK1 AURA
RS6_228_240,SGK1 PIM2 RSK2 RSK4 MRCKA S6K2 AKT1 SRPK3 AKT2 SRPK2 PINK1 PKN1 PKG2 PKCI HUNK RSK1 CHK2 CLK3 MYLK4 CDKL2 PKCE CLK1 SGK3 PKCT CITRON DYRK3 ROCK2 AURB PAK3 CLK4 PKD3 PAK6 RSK3 AKT3 WNK1 PKCH PKN2 PAK2 MRCKB PKACA HIPK3 MSK1 S6K1 skMLCK caMLCK CAMK1A CDKL5 PKACG WNK3 SBK PKG1 MNK1 PAK1 CDKL1 PHKG2 NEK6 SRPK1 AURC PKCG MELK PIM1
RYR1_4317_4329,SGK1 PIM2 MRCKB SGK3 DAPK1 CDKL2 MYLK4 CITRON S6K1 RSK2 ROCK1 DAPK3 smMLCK AKT1 AKT2 DMPK1 RSK4 ICK skMLCK CDKL5 ROCK2 RSK3 MRCKA S6K2 caMLCK AKT3 DYRK3 ERK7 MOK CHK2 CAMK1A PKACA PIM1 RSK1 MSK1 PKG2 DAPK2 CDKL1 PKN1 SBK MAK PASK PAK2
SCN7A_898_910,SGK1 AKT3 AKT2 AKT1 SGK3 RSK1 PKACG PKACB DCAMKL1 MRCKA MSK1 RSK4 PKACA RSK3 AURA CLK4 CLK1 MSK2 AURB RSK2 CLK2 AURC MRCKB PRKX CDKL2 AMPKA2 S6K2 MNK2 ROCK1 PKG1 S6K1 PKG2 SBK NDR1 TSSK3 SRPK2 ROCK2 QSK SRPK1 CAMK1D AMPKA1 SRPK3 MAK DYRK2 SIK BRSK1 NDR2 CHK2 TSSK1 PKCT CDKL1 BRSK2 DYRK3
SRC8_CHICK_423_435,CK1D PKD1 CK1G1 LATS2 CK1G3 CHK1 CK1A LATS1 JNK2 P38G CK1G2 PKD2 NDR2 TLK1 PKD3 P38B ERK1 GRK3 DCAMKL1 CDK8 JNK3 JNK1 TTBK2 ERK2 GRK4 CAMK2A CDK19 CDK7 P38D NUAK1 TSSK3 CDK4 BMPR1A DAPK2 P38A DYRK1B CDK14 CDK17 GRK7 CK1A2 RSK3 MAK MAPKAPK3 CDK16 MOS AMPKA1 CDK6 MOK
SRC_413_425,BMPR1B MLK4 ERK7 OSR1 BMPR1A TTK ALK2 ACVR2B ACVR2A EEF2K ALK7 TGFBR1 PERK MST2 ALK1 MLK3 MST1 MLK1 TLK2 ALK4 TAO3
STK6_283_295,ERK7 DAPK1 IRE2 DAPK3 MLK1 AURA MLK4 PAK4 CAMK2G SRPK1 DAPK2 SBK NEK9 PKCI PKCE CDK6 PDHK4 caMLCK CLK4 PKCT CDK10 MSK1 NUAK2 DYRK3 CITRON PKCZ skMLCK PKCH SGK3 AKT1 ROCK1 PKCG PLK3 ICK PKN1 DCAMKL1 PKG2 PLK2 SRPK2 CLK3 PHKG2 MLK2 COT PKCD PKN2 MARK1 YANK3 MLK3 CLK1 PDK1 WNK4 NEK6 PINK1 SRPK3 WNK1 PKCA SGK1 WNK2 MRCKB
STMN2_90_102,PRKX CLK2 PKACB MSK1 PKACA MSK2 AURC RSK4 PIM1 CLK4 DAPK1 AKT2 TSSK3 DAPK3 AURB CAMK1D AKT1 RSK2 MYLK4 PKACG PAK1 AURA SRPK2 PIM3 SGK1 SRPK1 skMLCK CAMK2B PKD2 RSK1 S6K2 PKG2 AKT3 TSSK4 CAMK2A RSK3 CLK1 YANK3 MRCKB CLK3 ROCK2 ATR DAPK2
TAU_524_536,RSK4 P38D P38B CDK14 CDK1 IRE1 DYRK2 HIPK2 JNK2 DYRK4 PKD1 MAPKAPK2 P38G DYRK1B SRPK1 DYRK3 PKD2 CDK17 CDK18 PIM3 MAK MOK SBK JNK3 CDK10 CDK4 CDK16 HIPK4 CDK15 SRPK2 HIPK1 JNK1 CDK5 CDK6 CDK7 WNK2 ERK1 HIPK3 SRPK3 P38A ERK2 MAPKAPK3 LATS2 WNK1 ERK5 CDK12 ICK PRKX PRP4 NDR2 MPSK1 COT CAMK2A MNK2 CLK2 RSK2 CLK3 SGK1 TLK2 PKN3 CDK13 LATS1 NLK HASPIN PIM2 CITRON
TLE2_246_258,P38G ERK1 JNK1 JNK2 P38A TRPM6 JNK3 KIS CDK1 HIPK2 MAK P38B CDK17 CDK16 P38D NEK1 HIPK4 CDK18 ALPHAK3 HIPK1 DYRK2 CDK8 DYRK4 DYRK1B ERK2 CDK19 CDK7 HIPK3 MOK CDK6
TY3H_64_78,MSK1 AURA MSK2 PKACA SGK1 PAK4 PRKX SBK RSK2 PAK6 PKACB MAPKAPK2 RSK1 PAK1 PAK5 MYLK4 MNK2 skMLCK AURB MRCKB SGK3 PAK2 RSK4 CAMK1D MRCKA AKT1 PKACG PKG2 CAMK2B DAPK1 CLK4 CAMK1A CAMK4 PAK3 MAPKAPK3 AKT2 PKG1 CAMK2A caMLCK TSSK2 RSK3 GRK6 AURC
VASP_150_162,PAK6 PKD2 MAPKAPK2 AURA AURB MRCKB AKT2 PKG2 RSK2 PAK5 AURC SBK PKD3 PKACA PKD1 SGK1 PAK4 PKG1 PKACB MAPKAPK3 PRKX CHK2 DAPK1 MSK2 PAK1 MNK2 S6K2 AKT1 AKT3 RSK3 MSK1 CAMK1D caMLCK PIM1 S6K1 CAMK1A PKACG MRCKA DYRK3 ROCK2
VASP_232_244,RSK2 PRKX PKACA PKACB RSK4 SGK1 PIM1 PIM2 PKG2 S6K2 PKACG CAMK1D RSK1 CAMK1G S6K1 skMLCK SGK3 CAMK1B PKG1 MYLK4 PASK MAPKAPK2 MAPKAPK3 PIM3 GSK3A MSK1 PKD2 AKT2 RSK3 PAK1
VASP_271_283,SGK1 CITRON ROCK2 ROCK1 DMPK1 MRCKB MRCKA SGK3 RSK2 AKT2 AKT3 RSK4 PKACA DAPK1 S6K2 PASK S6K1 skMLCK PIM2 CAMK1D AKT1 RSK1 SBK DAPK3 PRKX PKACB PKG2 PKACG TSSK3 PBK DCAMKL1 CAMK1A MSK1 PIM1 PKG1 CLK2 RSK3 MNK1 smMLCK MYLK4 DYRK3 PAK1 PKD3 MOK TSSK4 MNK2
VIGLN_289_301,DMPK1 MRCKB ROCK2 MRCKA ROCK1 SGK3 skMLCK CITRON DCAMKL1 SGK1 DCAMKL2 S6K2 PKACG DAPK1 WNK1 DAPK3 TSSK1 TSSK3 PASK PKG2 WNK2 AMPKA2 GSK3B AKT1 BRAF CAMK1B TSSK4 LOK RSK2 NIK MNK1 PAK1 TSSK2 PKACA SSTK caMLCK MST3 smMLCK AKT2 YANK3
VTNC_390_402,PRKX DYRK3 ERK7 RSK2 MLK2 HIPK2 HIPK1 SGK1 GCN2 NEK9 RSK1 PAK5 PAK4 MRCKA skMLCK HIPK4 MLK4 SRPK2 AURB AKT1 HIPK3 PINK1 PKG2 SGK3 CLK2 MSK1 AKT3 AURC PKACA PAK6 CLK4 DMPK1 PAK2 MYLK4 DAPK1 MLK1 AKT2 PKACG PAK3 CLK3 DAPK3 MSK2 AURA LKB1 caMLCK DYRK2 TLK1 MOK PERK CITRON ROCK1 SRPK1 PKD2 PKCT PKCB HRI DLK DAPK2 NEK6 PIM1 PKD3
ZAP70_486_498,GCN2 PLK1 SLK CK1E ERK7 WNK1 PLK3 TAK1 WNK4 ULK1 CK1A2 MST1 PLK2 IRAK1 ACVR2A HASPIN TGFBR1 ERK5 TAO3 CDKL5 MAPKAPK5 ULK2 CAMKK1 CDKL2 ALK7 GRK4 CAMKK2 TTBK2 GRK7 MYO3A LOK SSTK TGFBR2 TAO2 PKD1 NEK2 MARK4 GRK3 WNK2 DSTYK CK1G1 MOS
